eid,date,timeofday,howlong,friends
e1571,2010/06/09,late in the evening,32,"Hazel, Claire"
e1572,2010/06/09,during lunch hours,36,Layla
e1579,2010/06/10,during lunch hours,13,"Rylee, Nora, Claire"
e1580,2010/06/10,during lunch hours,10,"Olivia, Rylee, Eva, Claire"
e1581,2010/06/10,in the morning,55,"Olivia, Claire, Hazel"
e1582,2010/06/10,late in the evening,33,Piper
e1588,2010/06/11,in the morning,34,"Nora, Claire, Eva, Hazel"
e1589,2010/06/11,late in the evening,30,Layla
e1590,2010/06/11,during lunch hours,51,"Hazel, Avery, Nevaeh"
e1597,2010/06/12,in the late afternoon,49,"Hazel, Nevaeh"
e1598,2010/06/12,during lunch hours,22,"Avery, Piper, Layla"
e1599,2010/06/12,during lunch hours,9,"Kinsley, Claire, Eva, Olivia"
e1606,2010/06/13,in the early afternoon,5,"Piper, Layla"
e1607,2010/06/13,in the early afternoon,11,"Nora, Piper, Kinsley, Eva"
e1614,2010/06/14,in the early evening,52,"Rylee, Nevaeh"
e1615,2010/06/14,in the early afternoon,8,Hazel
e1622,2010/06/15,in the early evening,37,"Nevaeh, Eva, Lydia"
e1623,2010/06/15,in the late afternoon,26,Eva
e1630,2010/06/16,in the morning,24,"Piper, Eva, Claire"
e1631,2010/06/16,in the early evening,46,"Lydia, Olivia, Claire"
e1632,2010/06/16,in the late afternoon,48,"Kinsley, Avery"
e1639,2010/06/17,during lunch hours,13,Lydia
e1640,2010/06/17,in the early evening,54,"Piper, Nevaeh, Avery, Olivia"
e1641,2010/06/17,in the early afternoon,8,"Layla, Rylee, Piper"
e1647,2010/06/18,in the morning,37,"Olivia, Rylee, Claire, Kinsley"
e1648,2010/06/18,in the morning,20,"Eva, Piper, Nevaeh"
e1655,2010/06/19,during lunch hours,38,"Rylee, Claire, Hazel, Piper"
e1656,2010/06/19,in the morning,13,Avery
e1657,2010/06/19,in the morning,40,"Avery, Piper, Olivia, Claire"
e1658,2010/06/19,during lunch hours,40,Avery
e1665,2010/06/20,during lunch hours,20,"Avery, Layla, Eva, Lydia"
e1666,2010/06/20,in the late afternoon,51,Piper
e1673,2010/06/21,in the early evening,29,Avery
e1674,2010/06/21,in the early evening,23,"Nora, Claire"
e1675,2010/06/21,in the early evening,26,Nora
e1682,2010/06/22,in the early evening,18,Claire
e1683,2010/06/22,in the morning,29,"Kinsley, Nora, Piper, Hazel"
e1690,2010/06/23,in the early afternoon,47,"Avery, Claire"
e1691,2010/06/23,in the early afternoon,41,"Olivia, Rylee, Nora, Layla"
e1692,2010/06/23,during lunch hours,38,"Claire, Lydia"
e1699,2010/06/24,during lunch hours,29,"Claire, Nevaeh"
e1700,2010/06/24,in the early evening,33,"Nevaeh, Claire, Lydia"
e1701,2010/06/24,late in the evening,30,Nora
e1702,2010/06/24,in the early evening,24,Piper
e1709,2010/06/25,during lunch hours,19,Avery
e1710,2010/06/25,in the early evening,42,"Eva, Nora, Kinsley"
e1711,2010/06/25,during lunch hours,12,"Avery, Piper"
e1712,2010/06/25,during lunch hours,46,Avery
e1719,2010/06/26,late in the evening,6,"Piper, Avery, Nora"
e1720,2010/06/26,in the early evening,50,Piper
e1721,2010/06/26,in the morning,26,"Layla, Rylee, Claire"
e1728,2010/06/27,in the early afternoon,9,"Piper, Piper, Eva"
e1729,2010/06/27,during lunch hours,10,"Eva, Layla, Claire"
e1730,2010/06/27,in the early afternoon,55,"Hazel, Eva, Nevaeh"
e1731,2010/06/27,in the morning,16,"Piper, Rylee, Nora"
e1738,2010/06/28,in the morning,15,"Claire, Kinsley, Olivia, Avery"
e1739,2010/06/28,in the late afternoon,21,"Olivia, Layla, Eva, Claire"
e1740,2010/06/28,in the morning,35,"Lydia, Nora, Rylee"
e1741,2010/06/28,during lunch hours,31,"Kinsley, Nevaeh, Olivia, Layla"
e1748,2010/06/29,during lunch hours,42,"Rylee, Hazel"
e1749,2010/06/29,late in the evening,5,"Kinsley, Hazel, Layla"
e1750,2010/06/29,in the early evening,7,"Eva, Rylee"
e1751,2010/06/29,in the late afternoon,55,"Piper, Nevaeh, Claire, Rylee"
e1758,2010/06/30,in the morning,55,Eva
e1759,2010/06/30,during lunch hours,32,"Nevaeh, Lydia, Kinsley"
e1766,2010/07/01,in the late afternoon,45,"Claire, Eva"
e1772,2010/07/02,late in the evening,30,Layla
e1773,2010/07/02,in the early afternoon,12,"Olivia, Kinsley, Claire"
e1774,2010/07/02,late in the evening,26,"Piper, Lydia"
e1781,2010/07/03,during lunch hours,48,"Nevaeh, Eva"
e1782,2010/07/03,during lunch hours,22,Kinsley
e1783,2010/07/03,in the early afternoon,11,"Claire, Rylee"
e1790,2010/07/04,in the late afternoon,52,Kinsley
e1797,2010/07/05,in the early afternoon,14,"Claire, Nevaeh"
e1798,2010/07/05,in the early evening,47,"Hazel, Nora, Layla"
e1805,2010/07/06,during lunch hours,25,"Kinsley, Layla, Claire"
e1806,2010/07/06,in the early afternoon,19,"Kinsley, Claire"
e1807,2010/07/06,late in the evening,23,"Olivia, Piper, Piper"
e1814,2010/07/07,in the late afternoon,43,"Nevaeh, Eva, Piper"
e1815,2010/07/07,late in the evening,43,"Layla, Piper, Rylee, Nora"
e1816,2010/07/07,in the morning,37,"Avery, Olivia, Piper"
e1817,2010/07/07,in the early evening,24,Layla
e1824,2010/07/08,in the late afternoon,42,"Eva, Hazel, Rylee, Nora"
e1825,2010/07/08,late in the evening,10,Hazel
e1832,2010/07/09,late in the evening,34,"Nevaeh, Eva, Piper"
e1833,2010/07/09,in the morning,33,"Avery, Lydia, Layla, Claire"
e1834,2010/07/09,in the late afternoon,16,Layla
e1841,2010/07/10,in the morning,50,"Claire, Avery, Kinsley"
e1842,2010/07/10,in the early evening,44,"Nora, Lydia"
e1849,2010/07/11,in the early evening,31,"Eva, Hazel, Avery"
e1850,2010/07/11,late in the evening,18,"Avery, Hazel"
e1851,2010/07/11,in the late afternoon,15,"Lydia, Olivia, Nora"
e1852,2010/07/11,in the late afternoon,39,"Eva, Piper"
e1859,2010/07/12,during lunch hours,14,"Layla, Avery, Piper"
e1860,2010/07/12,in the morning,50,"Layla, Rylee, Olivia, Nora"
e1861,2010/07/12,in the early afternoon,34,"Layla, Kinsley"
e1868,2010/07/13,in the morning,42,"Claire, Nevaeh"
e1869,2010/07/13,during lunch hours,23,Eva
e1870,2010/07/13,in the late afternoon,41,"Lydia, Rylee, Hazel, Kinsley"
e1871,2010/07/13,late in the evening,35,"Lydia, Nevaeh, Olivia"
e1878,2010/07/14,in the late afternoon,40,"Avery, Layla, Hazel"
e1879,2010/07/14,in the morning,36,"Claire, Eva, Hazel, Nevaeh"
e1880,2010/07/14,in the early afternoon,36,"Piper, Kinsley, Claire"
e1887,2010/07/15,in the late afternoon,40,Piper
e1888,2010/07/15,in the late afternoon,31,"Rylee, Olivia, Kinsley"
e1889,2010/07/15,in the early evening,22,"Kinsley, Piper, Rylee, Piper"
e1890,2010/07/15,in the morning,55,"Lydia, Piper"
e1897,2010/07/16,in the late afternoon,27,"Piper, Olivia, Avery, Nora"
e1898,2010/07/16,during lunch hours,24,Piper
e1899,2010/07/16,in the early afternoon,45,"Layla, Nevaeh"
e1906,2010/07/17,in the early afternoon,16,"Kinsley, Olivia"
e1907,2010/07/17,in the early evening,14,"Avery, Claire, Kinsley, Layla"
e1908,2010/07/17,in the morning,8,"Kinsley, Rylee, Hazel, Piper"
e1915,2010/07/18,in the morning,54,"Olivia, Lydia"
e1916,2010/07/18,in the early afternoon,9,"Olivia, Nevaeh, Piper"
e1917,2010/07/18,in the morning,30,"Rylee, Kinsley, Claire, Avery"
e1918,2010/07/18,in the early afternoon,50,"Lydia, Layla, Eva"
e1924,2010/07/19,late in the evening,42,"Piper, Rylee"
e1925,2010/07/19,in the early evening,24,"Layla, Olivia, Kinsley, Piper"
e1932,2010/07/20,in the early afternoon,24,Nora
e1933,2010/07/20,during lunch hours,24,"Claire, Piper, Nevaeh"
e1934,2010/07/20,in the morning,32,"Hazel, Eva"
e1941,2010/07/21,in the late afternoon,15,"Nora, Avery, Nevaeh"
e1942,2010/07/21,in the late afternoon,51,Claire
e1949,2010/07/22,in the early evening,39,"Piper, Nevaeh, Piper"
e1950,2010/07/22,in the early afternoon,46,Hazel
e1951,2010/07/22,during lunch hours,5,"Lydia, Piper, Hazel"
e1952,2010/07/22,in the early evening,7,Piper
e1959,2010/07/23,in the early afternoon,55,"Lydia, Piper"
e1960,2010/07/23,in the morning,41,"Nora, Claire, Olivia, Kinsley"
e1961,2010/07/23,in the early evening,53,"Rylee, Kinsley, Avery"
e1968,2010/07/24,in the late afternoon,26,"Kinsley, Avery"
e1969,2010/07/24,in the morning,6,"Lydia, Kinsley, Eva"
e1970,2010/07/24,in the early evening,42,"Olivia, Eva, Claire, Hazel"
e1977,2010/07/25,in the morning,10,Kinsley
e1978,2010/07/25,late in the evening,43,Lydia
e1979,2010/07/25,in the late afternoon,27,"Layla, Rylee, Kinsley"
e1986,2010/07/26,late in the evening,33,"Hazel, Lydia, Avery"
e1987,2010/07/26,during lunch hours,53,"Eva, Piper"
e1988,2010/07/26,in the early afternoon,24,"Nevaeh, Piper, Piper"
e1995,2010/07/27,in the late afternoon,50,"Kinsley, Rylee"
e1996,2010/07/27,in the late afternoon,36,"Piper, Nevaeh, Lydia"
e1997,2010/07/27,during lunch hours,44,"Claire, Rylee"
e2004,2010/07/28,in the early evening,28,Rylee
e2005,2010/07/28,in the early evening,41,Avery
e2006,2010/07/28,in the early afternoon,53,"Olivia, Hazel"
e2013,2010/07/29,in the early afternoon,12,Olivia
e2014,2010/07/29,late in the evening,49,Nora
e2021,2010/07/30,during lunch hours,42,"Layla, Claire, Rylee"
e2022,2010/07/30,in the early evening,42,"Lydia, Layla"
e2023,2010/07/30,late in the evening,5,Kinsley
e2024,2010/07/30,in the early evening,8,"Olivia, Layla, Hazel, Piper"
e2031,2010/07/31,during lunch hours,44,"Layla, Rylee, Nora, Claire"
e2032,2010/07/31,in the late afternoon,13,"Kinsley, Avery, Nora"
e2033,2010/07/31,in the early afternoon,48,"Claire, Olivia"
e2040,2010/08/01,in the late afternoon,53,Rylee
e2041,2010/08/01,late in the evening,51,Eva
e2042,2010/08/01,late in the evening,47,"Nora, Eva, Hazel, Avery"
e2043,2010/08/01,in the early evening,11,"Piper, Claire, Rylee, Hazel"
e2050,2010/08/02,late in the evening,38,Nevaeh
e2051,2010/08/02,in the morning,43,"Rylee, Eva, Nora, Piper"
e2052,2010/08/02,in the early afternoon,47,Nevaeh
e2053,2010/08/02,during lunch hours,35,"Rylee, Layla, Nevaeh, Lydia"
e2060,2010/08/03,in the late afternoon,35,Rylee
e2061,2010/08/03,in the morning,42,"Eva, Claire"
e2062,2010/08/03,in the early evening,35,"Layla, Rylee, Hazel"
e2068,2010/08/04,in the late afternoon,11,Nora
e2069,2010/08/04,in the early evening,52,"Nora, Piper, Olivia, Avery"
e2070,2010/08/04,in the early evening,13,"Rylee, Nevaeh"
e2071,2010/08/04,during lunch hours,53,Piper
e2078,2010/08/05,late in the evening,43,"Rylee, Olivia, Eva, Avery"
e2079,2010/08/05,in the morning,43,"Nevaeh, Piper"
e2080,2010/08/05,during lunch hours,50,"Claire, Olivia"
e2081,2010/08/05,late in the evening,14,Eva
e2088,2010/08/06,in the early afternoon,46,Claire
e2095,2010/08/07,during lunch hours,37,Eva
e2102,2010/08/08,in the morning,19,"Piper, Hazel, Lydia"
e2103,2010/08/08,during lunch hours,6,"Piper, Lydia, Claire, Kinsley"
e2110,2010/08/09,in the early afternoon,5,"Rylee, Eva"
e2111,2010/08/09,in the morning,21,"Avery, Lydia"
e2118,2010/08/10,late in the evening,29,"Piper, Nora"
e2119,2010/08/10,late in the evening,41,Claire
e2126,2010/08/11,during lunch hours,8,"Lydia, Nevaeh, Piper, Nora"
e2127,2010/08/11,during lunch hours,46,"Nora, Lydia, Piper, Piper"
e2134,2010/08/12,in the early afternoon,39,"Nevaeh, Claire"
e2135,2010/08/12,in the late afternoon,37,"Nevaeh, Piper, Layla, Rylee"
e2142,2010/08/13,late in the evening,5,Olivia
e2149,2010/08/14,in the late afternoon,33,"Piper, Nora, Kinsley"
e2150,2010/08/14,in the morning,7,Rylee
e2151,2010/08/14,in the early afternoon,26,"Nora, Olivia, Piper, Avery"
e2158,2010/08/15,in the early evening,24,"Lydia, Avery, Nevaeh, Eva"
e2159,2010/08/15,during lunch hours,19,"Hazel, Piper, Rylee"
e2166,2010/08/16,in the late afternoon,27,Lydia
e2167,2010/08/16,in the late afternoon,13,"Nevaeh, Layla, Kinsley"
e2168,2010/08/16,during lunch hours,22,"Olivia, Hazel, Kinsley"
e2169,2010/08/16,during lunch hours,6,"Eva, Olivia"
e2176,2010/08/17,in the early evening,52,"Hazel, Olivia"
e2177,2010/08/17,during lunch hours,12,"Claire, Eva, Rylee, Layla"
e2178,2010/08/17,during lunch hours,21,Piper
e2184,2010/08/18,in the early evening,42,"Nora, Claire, Lydia"
e2185,2010/08/18,in the morning,30,"Piper, Olivia, Eva, Claire"
e2192,2010/08/19,in the early evening,32,"Layla, Lydia, Kinsley, Olivia"
e2193,2010/08/19,in the early evening,20,Claire
e2200,2010/08/20,in the morning,21,"Kinsley, Olivia"
e2201,2010/08/20,in the early afternoon,36,"Claire, Piper, Nevaeh"
e2202,2010/08/20,late in the evening,14,"Hazel, Rylee, Nora"
e2209,2010/08/21,in the early afternoon,32,Layla
e2210,2010/08/21,during lunch hours,52,"Piper, Kinsley, Piper, Avery"
e2216,2010/08/22,in the early evening,39,"Olivia, Avery, Eva, Piper"
e2217,2010/08/22,in the early evening,22,"Kinsley, Claire, Nora"
e2224,2010/08/23,in the early afternoon,5,"Lydia, Layla"
e2225,2010/08/23,during lunch hours,43,"Hazel, Kinsley, Avery, Nora"
e2226,2010/08/23,in the early evening,8,"Piper, Kinsley, Piper, Claire"
e2233,2010/08/24,during lunch hours,22,"Kinsley, Hazel, Eva"
e2234,2010/08/24,late in the evening,18,"Avery, Hazel, Lydia, Kinsley"
e2241,2010/08/25,in the early evening,9,"Lydia, Layla"
e2242,2010/08/25,in the morning,19,"Layla, Hazel, Piper"
e2249,2010/08/26,in the early evening,26,"Nevaeh, Avery, Nora, Eva"
e2250,2010/08/26,during lunch hours,18,Nora
e2257,2010/08/27,in the late afternoon,5,Kinsley
e2258,2010/08/27,during lunch hours,43,"Piper, Hazel, Piper"
e2265,2010/08/28,during lunch hours,30,"Eva, Nora"
e2266,2010/08/28,in the late afternoon,30,"Nora, Avery, Layla"
e2267,2010/08/28,in the early evening,7,Avery
e2274,2010/08/29,in the early afternoon,36,"Kinsley, Layla"
e2275,2010/08/29,in the morning,21,"Piper, Hazel, Lydia, Kinsley"
e2276,2010/08/29,in the early evening,39,Hazel
e2283,2010/08/30,during lunch hours,35,Avery
e2284,2010/08/30,late in the evening,19,"Eva, Layla, Nevaeh"
e2291,2010/08/31,late in the evening,43,Layla
e2292,2010/08/31,in the late afternoon,25,"Olivia, Nora, Rylee, Piper"
e2293,2010/08/31,during lunch hours,55,"Rylee, Lydia, Hazel"
e2300,2010/09/01,in the early afternoon,12,"Claire, Nora, Rylee, Piper"
e2301,2010/09/01,in the early afternoon,44,"Avery, Lydia, Eva"
e2308,2010/09/02,in the morning,35,"Lydia, Claire, Avery"
e2309,2010/09/02,in the morning,34,"Claire, Avery, Rylee"
e2310,2010/09/02,in the late afternoon,18,Lydia
e2311,2010/09/02,in the early afternoon,35,"Lydia, Eva"
e2318,2010/09/03,in the early evening,48,"Piper, Nevaeh, Rylee, Hazel"
e2319,2010/09/03,in the early afternoon,27,"Layla, Lydia, Eva, Piper"
e2320,2010/09/03,in the morning,25,"Lydia, Hazel"
e2327,2010/09/04,during lunch hours,43,Lydia
e2328,2010/09/04,during lunch hours,15,"Kinsley, Rylee"
e2329,2010/09/04,in the early afternoon,29,"Nevaeh, Lydia, Piper, Kinsley"
e2336,2010/09/05,in the morning,11,"Eva, Layla"
e2337,2010/09/05,in the early evening,44,"Olivia, Piper"
e2344,2010/09/06,in the late afternoon,38,"Nevaeh, Lydia, Rylee, Olivia"
e2345,2010/09/06,late in the evening,36,"Olivia, Kinsley"
e2346,2010/09/06,in the late afternoon,25,Olivia
e2347,2010/09/06,in the late afternoon,31,"Eva, Layla, Olivia"
e2354,2010/09/07,in the early evening,46,"Hazel, Olivia, Claire, Eva"
e2355,2010/09/07,in the early afternoon,5,"Avery, Kinsley"
e2356,2010/09/07,in the early evening,34,Hazel
e2357,2010/09/07,in the early afternoon,54,"Nevaeh, Eva, Layla"
e2364,2010/09/08,in the early afternoon,28,"Piper, Avery"
e2365,2010/09/08,during lunch hours,6,"Kinsley, Nevaeh"
e2366,2010/09/08,late in the evening,29,"Kinsley, Avery, Piper, Nora"
e2373,2010/09/09,during lunch hours,12,"Rylee, Olivia, Nevaeh"
e2374,2010/09/09,in the late afternoon,25,"Layla, Nevaeh, Nora, Claire"
e2381,2010/09/10,in the morning,20,"Nevaeh, Eva, Nora, Layla"
e2382,2010/09/10,late in the evening,47,"Olivia, Claire, Nora, Kinsley"
e2383,2010/09/10,late in the evening,26,"Hazel, Lydia, Eva"
e2384,2010/09/10,in the early evening,21,"Nevaeh, Claire, Hazel, Piper"
e2391,2010/09/11,in the early evening,29,"Rylee, Layla, Kinsley, Piper"
e2392,2010/09/11,during lunch hours,51,"Nevaeh, Lydia, Eva"
e2393,2010/09/11,during lunch hours,16,"Nora, Hazel"
e2400,2010/09/12,during lunch hours,5,Piper
e2401,2010/09/12,in the morning,44,"Layla, Claire, Hazel"
e2408,2010/09/13,in the late afternoon,20,Piper
e2409,2010/09/13,in the morning,49,"Nevaeh, Hazel"
e2410,2010/09/13,in the early evening,29,"Avery, Nora"
e2417,2010/09/14,in the early afternoon,37,"Olivia, Piper"
e2418,2010/09/14,late in the evening,45,Avery
e2419,2010/09/14,in the late afternoon,10,"Olivia, Layla, Piper, Nevaeh"
e2426,2010/09/15,late in the evening,51,"Claire, Piper, Olivia"
e2427,2010/09/15,in the early afternoon,33,"Kinsley, Nora, Eva"
e2434,2010/09/16,in the late afternoon,44,Kinsley
e2435,2010/09/16,in the early afternoon,30,"Claire, Avery, Eva"
e2436,2010/09/16,in the morning,26,"Layla, Olivia"
e2443,2010/09/17,during lunch hours,27,"Avery, Claire, Eva, Rylee"
e2444,2010/09/17,in the late afternoon,20,Kinsley
e2445,2010/09/17,in the early afternoon,5,"Rylee, Piper, Piper, Nevaeh"
e2452,2010/09/18,late in the evening,25,"Hazel, Claire"
e2453,2010/09/18,in the early evening,14,Rylee
e2454,2010/09/18,in the early evening,55,"Rylee, Olivia"
e2461,2010/09/19,in the late afternoon,24,"Nevaeh, Eva"
e2462,2010/09/19,in the morning,39,"Kinsley, Eva, Piper, Nora"
e2463,2010/09/19,in the early evening,26,"Lydia, Nevaeh, Piper"
e2464,2010/09/19,in the early evening,10,"Eva, Rylee"
e2471,2010/09/20,in the morning,33,"Piper, Rylee, Olivia"
e2472,2010/09/20,in the late afternoon,52,Eva
e2473,2010/09/20,in the morning,7,"Piper, Lydia, Nora"
e2474,2010/09/20,during lunch hours,21,"Nevaeh, Claire"
e2481,2010/09/21,late in the evening,18,"Piper, Kinsley, Hazel"
e2482,2010/09/21,late in the evening,45,Nevaeh
e2483,2010/09/21,during lunch hours,35,"Hazel, Nevaeh, Piper"
e2490,2010/09/22,in the early evening,45,"Lydia, Nora, Piper"
e2491,2010/09/22,in the early evening,35,"Piper, Claire, Rylee"
e2492,2010/09/22,during lunch hours,13,"Lydia, Rylee, Piper, Nora"
e2499,2010/09/23,in the late afternoon,39,Nora
e2500,2010/09/23,in the early evening,15,"Piper, Hazel, Eva, Kinsley"
e2501,2010/09/23,in the morning,21,"Eva, Claire, Avery"
e2508,2010/09/24,in the early evening,10,"Nevaeh, Piper, Claire, Olivia"
e2509,2010/09/24,in the morning,39,"Nora, Eva, Nevaeh, Piper"
e2516,2010/09/25,in the late afternoon,45,"Nevaeh, Rylee, Lydia, Eva"
e2517,2010/09/25,in the late afternoon,10,Eva
e2518,2010/09/25,late in the evening,37,"Nora, Nevaeh, Eva"
e2519,2010/09/25,in the late afternoon,30,"Piper, Avery"
e2526,2010/09/26,in the late afternoon,30,"Avery, Olivia, Nevaeh, Piper"
e2527,2010/09/26,in the early afternoon,21,"Rylee, Hazel, Nevaeh, Avery"
e2528,2010/09/26,during lunch hours,7,"Kinsley, Nevaeh"
e2535,2010/09/27,in the late afternoon,9,"Nora, Hazel"
e2536,2010/09/27,late in the evening,37,"Layla, Piper, Nora, Olivia"
e2543,2010/09/28,in the morning,32,"Claire, Piper, Kinsley, Eva"
e2544,2010/09/28,in the late afternoon,34,"Nora, Lydia, Layla, Eva"
e2545,2010/09/28,late in the evening,16,"Piper, Nora, Kinsley"
e2546,2010/09/28,in the early evening,14,"Piper, Avery, Kinsley"
e2553,2010/09/29,in the early afternoon,17,Layla
e2554,2010/09/29,in the morning,30,"Eva, Hazel, Layla"
e2561,2010/09/30,in the early afternoon,22,"Piper, Avery, Lydia"
e2562,2010/09/30,in the early afternoon,50,"Nevaeh, Layla, Nora, Hazel"
e2563,2010/09/30,in the late afternoon,14,"Claire, Rylee, Eva"
e2564,2010/09/30,late in the evening,47,Claire
e2571,2010/10/01,in the late afternoon,25,"Eva, Layla"
e2572,2010/10/01,in the early evening,44,"Nora, Rylee"
e2579,2010/10/02,in the late afternoon,21,"Nora, Piper"
e2580,2010/10/02,in the early afternoon,30,"Olivia, Nora"
e2581,2010/10/02,during lunch hours,9,"Nevaeh, Rylee"
e2588,2010/10/03,in the morning,55,"Olivia, Nora, Avery, Nevaeh"
e2589,2010/10/03,in the late afternoon,46,"Eva, Nevaeh, Nora, Rylee"
e2596,2010/10/04,during lunch hours,14,"Rylee, Piper"
e2597,2010/10/04,in the late afternoon,32,Piper
e2598,2010/10/04,in the morning,20,"Kinsley, Rylee, Piper, Layla"
e2605,2010/10/05,in the morning,33,"Rylee, Kinsley, Layla"
e2606,2010/10/05,in the early afternoon,18,"Rylee, Lydia, Piper"
e2607,2010/10/05,late in the evening,14,Lydia
e2614,2010/10/06,in the early evening,48,"Olivia, Layla, Eva, Rylee"
e2615,2010/10/06,in the late afternoon,41,"Kinsley, Eva, Piper, Nevaeh"
e2622,2010/10/07,late in the evening,45,"Rylee, Eva, Lydia, Piper"
e2623,2010/10/07,late in the evening,55,"Lydia, Rylee"
e2624,2010/10/07,during lunch hours,12,Eva
e2631,2010/10/08,in the early afternoon,39,Nora
