eid,date,fruits,drinks,toiletries,people_string
e37308,2021/07/20,clementines,"tea, chocolate milk, milk, guava juice","shaving cream, toothbrush","Kayden, Andrew, Emily, Carter"
e37311,2021/07/24,"mangos, raspberries","orange juice, coffee",shaving cream,"Andrew, Kayden, Emily, Carter"
e37313,2021/07/31,apples,"coffee, sports drinks, mango juice, pineapple juice","mouthwash, toilet paper, body lotion","Claire, Piper, Avery, Eva, Piper"
e37314,2021/08/03,"watermelons, mandarins","guava juice, tea, soda",mouth wash,
e37316,2021/08/11,"blackberries, oranges, mandarins, mangos",milk,"shampoo, toothbrush, mouthwash, body lotion",
e37319,2021/08/14,"peaches, strawberries","mineral water, apple juice, coffee, milk","toilet paper, paper towel, mouthwash","Layla, Hazel, Rylee"
e37320,2021/08/19,"apples, nectarines","chocolate milk, mineral water","shaving cream, mouth wash, toilet paper, paper towel",
e37323,2021/08/21,"guava, pineapples, apricots, watermelons",sports drinks,"mouth wash, toothpaste, paper towel, toothbrush","Claire, Kinsley, Rylee, Nora, Hazel"
e37327,2021/08/28,strawberries,"soda, chocolate milk","mouthwash, shampoo",
e37328,2021/08/31,"oranges, blueberries, watermelons","soda, mineral water","toilet paper, shaving cream, paper towel","Nora, Avery, Rylee, Piper, Nevaeh, Claire, Eva, Lydia, Layla, Kinsley, Olivia, Hazel, Piper"
e37333,2021/09/05,"guava, peaches, strawberries, mandarins","orange juice, sports drinks, pineapple juice","conditioner, shampoo, mouth wash","Jackson, Avery, Willow"
e37334,2021/09/09,"pears, watermelons, clementines","soda, guava juice","shaving cream, shampoo",
e37336,2021/09/12,"strawberries, mandarins",pineapple juice,body lotion,
e37337,2021/09/13,"raspberries, strawberries, watermelons, peaches","tea, guava juice, milk","facial wash, mouthwash, mouth wash",Benjamin
e37340,2021/09/19,"mangos, mandarins","milk, tea, mineral water","mouth wash, shampoo, toothpaste","Lydia, Avery, Layla, Kinsley, Rylee, Nora, Claire, Hazel, Piper"
e37341,2021/09/22,"strawberries, bananas, clementines, peaches","orange juice, coffee, tea, guava juice","body lotion, mouthwash, facial wash, toilet paper",
e37346,2021/10/02,"guava, bananas","mango juice, sports drinks","mouth wash, toothbrush, facial wash, conditioner",
e37347,2021/10/07,peaches,"mango juice, apple juice","shampoo, mouth wash",
e37351,2021/10/09,"blueberries, blackberries, mandarins, clementines","sports drinks, milk, mango juice, coffee","paper towel, facial wash","Willow, Jackson"
e37354,2021/10/16,"pineapples, clementines, oranges, strawberries",tea,"body lotion, toothpaste, paper towel, conditioner","Emily, Carter, Andrew"
e37355,2021/10/19,guava,"apple juice, coffee, soda, tea",toilet paper,"Emily, Kayden"
e37359,2021/10/23,"mangos, bananas, apricots, raspberries",mango juice,mouthwash,
e37360,2021/10/28,blackberries,"soda, guava juice, mango juice, milk","shampoo, mouthwash",
e37364,2021/10/31,"strawberries, pineapples, guava","apple juice, sports drinks, mineral water","shaving cream, body lotion, toilet paper, shampoo",
e37365,2021/11/03,blackberries,"chocolate milk, mineral water",conditioner,
e37368,2021/11/11,"mangos, apples, blueberries",mineral water,"paper towel, shaving cream, facial wash, mouth wash",
e37371,2021/11/14,pineapples,"milk, apple juice, orange juice","toothpaste, mouthwash, shaving cream, conditioner","Benjamin, Avery, Willow"
e37372,2021/11/17,"mandarins, nectarines","guava juice, sports drinks, pineapple juice","toothpaste, mouth wash, body lotion, conditioner",
e37376,2021/11/19,"blackberries, bananas, nectarines","guava juice, chocolate milk, coffee, milk","toothpaste, toothbrush",
e37377,2021/11/22,"pineapples, apricots, clementines","coffee, sports drinks","body lotion, toothpaste",
e37382,2021/12/06,"apricots, pears, guava","chocolate milk, milk",shampoo,
e37386,2021/12/15,"apples, clementines, guava","apple juice, milk","shaving cream, body lotion","Carter, Kayden, Emily"
e37390,2021/12/20,"strawberries, pineapples, bananas","mango juice, sports drinks, soda, coffee","toothbrush, body lotion, shaving cream, toothpaste",Jackson
e37393,2021/12/24,"oranges, strawberries, nectarines","mineral water, milk, soda","mouth wash, toilet paper, shaving cream, facial wash","Kinsley, Olivia, Nora, Layla, Eva, Claire, Piper, Avery, Piper, Nevaeh, Hazel"
e40575,2022/01/11,"blackberries, bananas","orange juice, mango juice, guava juice, milk","body lotion, shampoo","Andrew, Emily, Kayden, Carter"
e40580,2022/01/17,"raspberries, apricots, pears, nectarines","tea, apple juice, guava juice, pineapple juice","conditioner, paper towel, facial wash, mouthwash","Benjamin, Willow"
e40581,2022/01/21,"nectarines, oranges, blackberries",mango juice,paper towel,"Andrew, Kayden, Carter"
e40585,2022/01/22,mandarins,chocolate milk,conditioner,"Avery, Benjamin, Willow"
e40586,2022/01/28,"oranges, nectarines, blueberries, peaches","tea, pineapple juice, chocolate milk","toilet paper, body lotion, shampoo, paper towel",
e40591,2022/02/03,"raspberries, apples","sports drinks, chocolate milk","toilet paper, mouthwash","Rylee, Piper, Kinsley, Hazel, Piper, Olivia, Lydia, Layla, Nevaeh, Eva, Avery"
e40595,2022/02/05,clementines,"pineapple juice, orange juice, soda, sports drinks",facial wash,
e40596,2022/02/10,"bananas, mandarins, apricots, strawberries","guava juice, sports drinks","paper towel, conditioner, body lotion, shampoo",
e40599,2022/02/12,guava,chocolate milk,"mouth wash, toothbrush","Claire, Nevaeh, Piper, Avery, Lydia, Nora, Olivia, Kinsley, Piper, Layla, Rylee, Eva, Hazel"
e40600,2022/02/18,"blackberries, peaches, mandarins","pineapple juice, orange juice, tea, sports drinks","shaving cream, mouthwash, toilet paper","Jackson, Avery, Benjamin, Willow"
e40603,2022/02/20,"pears, nectarines, oranges",pineapple juice,"mouthwash, toothbrush",
e40604,2022/02/24,blueberries,"orange juice, milk, tea","shampoo, body lotion, paper towel","Carter, Andrew"
e40607,2022/03/02,mandarins,"guava juice, mango juice, orange juice","shaving cream, conditioner",
e40608,2022/03/06,cherres,"apple juice, tea, mango juice","toilet paper, conditioner, mouth wash","Kayden, Emily"
e40609,2022/03/09,"oranges, clementines, peaches, watermelons","chocolate milk, apple juice, mineral water","facial wash, shampoo","Emily, Carter, Andrew, Kayden"
e40610,2022/03/13,watermelons,"chocolate milk, mineral water, soda",mouthwash,"Layla, Rylee, Eva, Kinsley, Olivia"
e40611,2022/03/18,guava,milk,"shampoo, toothpaste","Kayden, Emily, Carter"
e40614,2022/03/25,raspberries,"orange juice, pineapple juice",body lotion,"Benjamin, Jackson"
e40619,2022/03/29,"peaches, apricots, cherres",sports drinks,"toothpaste, toilet paper, shaving cream, shampoo","Jackson, Benjamin, Willow, Avery"
e40623,2022/04/04,"clementines, pineapples, blackberries, watermelons","chocolate milk, coffee, soda",mouth wash,
e40624,2022/04/07,"pineapples, peaches",apple juice,"shampoo, toilet paper","Andrew, Carter, Emily"
e40626,2022/04/11,"blueberries, raspberries, mangos, apricots","mango juice, chocolate milk, orange juice, pineapple juice","facial wash, mouth wash, toothbrush, shaving cream",
e40627,2022/04/13,"cherres, guava, strawberries","mango juice, soda, pineapple juice","toothbrush, shampoo",Andrew
e40631,2022/04/22,bananas,guava juice,shampoo,"Eva, Piper, Hazel, Kinsley, Nora, Nevaeh"
e40635,2022/04/23,"bananas, watermelons",soda,"body lotion, shaving cream, shampoo","Nora, Piper, Hazel, Lydia, Layla, Avery, Olivia, Nevaeh, Claire, Piper, Kinsley, Rylee, Eva"
e40636,2022/04/27,"cherres, oranges, mandarins","apple juice, sports drinks, mango juice, chocolate milk","body lotion, paper towel, conditioner","Eva, Layla, Lydia, Rylee, Olivia, Kinsley, Piper, Claire"
e40639,2022/04/30,"bananas, blackberries, apricots, watermelons","guava juice, mango juice, tea, soda","toothpaste, shampoo, shaving cream, conditioner",
e40640,2022/05/04,cherres,"apple juice, guava juice",mouthwash,
e40642,2022/05/08,"cherres, watermelons, clementines","orange juice, pineapple juice","mouth wash, paper towel, mouthwash",
e40643,2022/05/13,"clementines, blueberries","coffee, sports drinks, milk","facial wash, toothpaste, conditioner","Andrew, Carter, Kayden"
e40647,2022/05/16,"raspberries, apples, strawberries","sports drinks, guava juice","shampoo, shaving cream, body lotion, mouthwash",
e40648,2022/05/22,"blueberries, mangos, apples",coffee,"shaving cream, paper towel, shampoo, toothpaste",
e40649,2022/05/25,"peaches, guava, apples, oranges","pineapple juice, tea, apple juice, soda","facial wash, toothbrush","Benjamin, Avery"
e40651,2022/06/01,"guava, nectarines, pears, mangos","coffee, soda","shampoo, mouth wash",
e40655,2022/06/06,"nectarines, cherres, blackberries, apricots","tea, orange juice, guava juice, mango juice","toilet paper, toothpaste",
e40656,2022/06/07,"blueberries, watermelons, strawberries, raspberries","tea, milk","toothbrush, shaving cream, shampoo, paper towel",
e40660,2022/06/11,"nectarines, strawberries, apples, mandarins","guava juice, chocolate milk, tea","toilet paper, facial wash, paper towel, conditioner",
e40661,2022/06/16,"strawberries, peaches","orange juice, mango juice, tea","shaving cream, shampoo, toothbrush, facial wash",
e40663,2022/06/18,"cherres, guava, mangos, peaches",guava juice,"shampoo, mouthwash, conditioner","Andrew, Carter, Emily"
e40664,2022/06/22,"apricots, mandarins","sports drinks, mineral water","shaving cream, body lotion, shampoo, toothpaste",
e40668,2022/06/28,bananas,"tea, apple juice, milk","mouthwash, mouth wash",
e40672,2022/07/07,"pears, peaches","mineral water, tea, milk, soda","shaving cream, mouth wash","Nevaeh, Olivia, Nora"
e40675,2022/07/15,nectarines,"tea, chocolate milk, guava juice","mouth wash, paper towel, conditioner, toothbrush",
e40676,2022/07/17,"blueberries, blackberries, clementines",orange juice,"mouth wash, body lotion, shampoo",
e40677,2022/07/20,"apricots, pineapples","orange juice, tea, mango juice","toothbrush, body lotion, mouth wash, shampoo",
e40683,2022/07/29,"clementines, bananas, strawberries","pineapple juice, apple juice","facial wash, body lotion, toilet paper",
e40688,2022/08/02,"mangos, pineapples","coffee, sports drinks, apple juice, chocolate milk",toilet paper,"Willow, Benjamin, Jackson"
e40692,2022/08/08,"raspberries, bananas, pears","milk, sports drinks","mouth wash, facial wash, toilet paper, toothpaste",
e40693,2022/08/10,"bananas, blackberries","mango juice, milk, tea",mouthwash,"Carter, Andrew"
e40696,2022/08/18,"apricots, pears","milk, soda, orange juice, mango juice","paper towel, toothbrush, mouth wash, toilet paper",
e40699,2022/08/20,"raspberries, nectarines, cherres, blueberries","milk, tea","conditioner, toothbrush, shaving cream","Olivia, Kinsley, Hazel, Lydia, Nora, Piper, Piper, Eva, Claire, Avery, Rylee, Nevaeh, Layla"
e40703,2022/08/29,"pears, mangos, raspberries","orange juice, sports drinks, mango juice","shampoo, toilet paper","Carter, Kayden, Andrew, Emily"
e40704,2022/09/02,apples,orange juice,"facial wash, toothpaste",
e40709,2022/09/03,"mangos, watermelons, peaches, raspberries","guava juice, mango juice",shampoo,
e40710,2022/09/07,blueberries,"tea, soda, apple juice","mouth wash, paper towel, conditioner, toothpaste",
e40713,2022/09/13,"apricots, peaches",coffee,"paper towel, toothpaste, facial wash",
e40716,2022/09/19,"pears, peaches, mangos","tea, chocolate milk","toilet paper, paper towel","Kayden, Andrew, Emily"
e40717,2022/09/21,"watermelons, pears, guava","milk, mineral water, mango juice","mouth wash, body lotion","Piper, Hazel, Piper, Kinsley, Nevaeh"
e40718,2022/09/25,"guava, apricots","orange juice, sports drinks, mango juice, chocolate milk","mouthwash, toothpaste, paper towel, facial wash",
e40721,2022/10/01,"bananas, oranges, pineapples","orange juice, mineral water, guava juice","toothpaste, conditioner, toilet paper, toothbrush","Andrew, Carter"
e40722,2022/10/06,"cherres, blueberries, oranges","mineral water, sports drinks","mouth wash, toilet paper",Benjamin
e40725,2022/10/08,"mandarins, oranges, cherres, mangos","mineral water, tea, orange juice",mouthwash,"Eva, Rylee, Layla, Olivia, Piper, Avery, Kinsley, Nevaeh, Lydia, Nora, Hazel, Claire"
e40726,2022/10/12,mandarins,"soda, mineral water, apple juice","toothbrush, body lotion",Avery
e40731,2022/10/21,"nectarines, oranges",pineapple juice,"paper towel, conditioner, body lotion","Carter, Andrew"
e40735,2022/10/22,"raspberries, oranges, apples, watermelons","sports drinks, tea, mineral water, orange juice","conditioner, shaving cream",
e40736,2022/10/26,"blueberries, clementines, apricots","pineapple juice, mango juice, guava juice, apple juice","toothpaste, toilet paper, mouthwash, mouth wash","Carter, Andrew"
e40739,2022/10/29,blackberries,"sports drinks, apple juice, mango juice","shaving cream, mouthwash, paper towel",
e40740,2022/11/03,"cherres, watermelons, nectarines",chocolate milk,conditioner,
e40742,2022/11/07,"apples, cherres, pears, clementines","mineral water, orange juice","toothbrush, facial wash",
e40743,2022/11/18,strawberries,"chocolate milk, mango juice","mouth wash, shaving cream","Rylee, Kinsley"
e40748,2022/11/21,"cherres, guava, nectarines",apple juice,"mouth wash, shaving cream, shampoo","Andrew, Kayden, Carter"
e40749,2022/11/22,bananas,"mango juice, orange juice, mineral water","facial wash, toothpaste","Kinsley, Nora, Layla, Olivia, Rylee, Claire"
e40752,2022/11/29,"mandarins, guava","tea, pineapple juice, chocolate milk","toothpaste, toothbrush",
e40758,2022/12/03,guava,mineral water,"shampoo, facial wash, paper towel, shaving cream",
e40763,2022/12/10,"blackberries, nectarines","chocolate milk, orange juice, coffee, pineapple juice","mouthwash, toothbrush, toilet paper",
e40764,2022/12/13,oranges,"sports drinks, milk, tea, soda","toothpaste, conditioner, body lotion, paper towel",
e40768,2022/12/19,"guava, blackberries, clementines, pears","apple juice, guava juice","mouth wash, shaving cream","Eva, Olivia, Nora, Avery, Layla, Kinsley"
e40769,2022/12/22,"mangos, guava","coffee, mango juice, apple juice, milk","toilet paper, shampoo",
e40772,2022/12/26,"mandarins, clementines","orange juice, sports drinks, pineapple juice, tea","toilet paper, shampoo, mouthwash, mouth wash",
e40773,2022/12/30,cherres,"soda, mango juice, chocolate milk","shaving cream, body lotion, shampoo","Willow, Jackson"
e40775,2022/12/31,"nectarines, mandarins","sports drinks, soda, tea, mineral water",shaving cream,
