eid,date,timeofday,howlong,friends
e2121,2011/05/02,late in the evening,40,"Claire, Eva, Piper"
e2136,2011/05/05,late in the evening,14,Lydia
e2139,2011/05/06,in the early evening,18,"Kinsley, Lydia, Layla, Eva"
e2143,2011/05/07,in the early evening,22,Piper
e2150,2011/05/09,in the late afternoon,11,"Avery, Nora"
e2151,2011/05/09,during lunch hours,53,"Kinsley, Nevaeh, Hazel, Eva"
e2157,2011/05/12,in the early evening,39,"Avery, Lydia, Nevaeh"
e2165,2011/05/14,in the early afternoon,25,"Layla, Eva, Claire"
e2171,2011/05/15,late in the evening,47,"Claire, Rylee"
e2172,2011/05/15,in the early afternoon,17,Olivia
e2175,2011/05/16,during lunch hours,36,"Olivia, Nora, Piper, Avery"
e2176,2011/05/16,late in the evening,28,"Piper, Eva, Rylee, Olivia"
e2178,2011/05/17,in the morning,54,"Rylee, Lydia, Kinsley, Claire"
e2183,2011/05/19,in the morning,39,Claire
e2187,2011/05/21,late in the evening,38,"Nevaeh, Claire, Layla"
e2200,2011/05/25,in the early afternoon,11,Hazel
e2201,2011/05/25,in the early evening,19,"Rylee, Eva, Nora"
e2207,2011/05/26,in the morning,33,"Claire, Nora, Eva, Rylee"
e2211,2011/05/27,in the early evening,8,"Eva, Avery, Piper"
e2217,2011/05/28,in the morning,6,"Nevaeh, Olivia, Hazel, Piper"
e2220,2011/05/29,in the early evening,38,"Piper, Claire, Piper"
e2226,2011/05/31,during lunch hours,49,"Lydia, Piper"
e2230,2011/06/01,in the early evening,25,"Piper, Nora"
e2234,2011/06/02,in the morning,23,"Kinsley, Eva, Layla, Avery"
e2239,2011/06/03,in the early evening,53,"Piper, Rylee, Nevaeh, Avery"
e2240,2011/06/03,in the early evening,20,"Kinsley, Claire"
e2245,2011/06/04,in the early evening,5,"Nevaeh, Lydia"
e2259,2011/06/08,in the early evening,14,"Olivia, Lydia, Nora"
e2269,2011/06/11,in the early evening,34,"Kinsley, Avery, Nora"
e2272,2011/06/12,in the early afternoon,37,"Piper, Claire, Olivia"
e2273,2011/06/12,in the late afternoon,46,Nevaeh
e2279,2011/06/14,in the early afternoon,16,"Piper, Kinsley, Lydia"
e2280,2011/06/14,late in the evening,38,"Kinsley, Claire, Nevaeh, Hazel"
e2286,2011/06/15,in the morning,15,Piper
e2289,2011/06/16,during lunch hours,24,"Hazel, Olivia"
e2295,2011/06/17,in the morning,6,"Rylee, Layla, Eva"
e2300,2011/06/18,during lunch hours,52,"Rylee, Lydia, Hazel, Nevaeh"
e2303,2011/06/19,late in the evening,22,Nora
e2309,2011/06/20,in the early afternoon,10,"Lydia, Nora, Piper, Rylee"
e2311,2011/06/21,in the morning,42,"Piper, Lydia, Piper, Nora"
e2312,2011/06/21,in the morning,44,"Kinsley, Nora, Eva, Layla"
e2318,2011/06/22,in the late afternoon,45,"Kinsley, Rylee, Eva, Piper"
e2321,2011/06/23,during lunch hours,27,"Lydia, Piper"
e2324,2011/06/24,in the morning,26,"Layla, Claire"
e2329,2011/06/26,in the early afternoon,20,"Nevaeh, Claire, Rylee, Layla"
e2337,2011/06/28,in the early evening,37,Layla
e2346,2011/06/30,in the early afternoon,49,Avery
e2351,2011/07/01,in the morning,47,"Piper, Nevaeh, Hazel"
e2356,2011/07/02,in the late afternoon,55,"Claire, Nora, Avery"
e2360,2011/07/03,in the morning,19,"Avery, Rylee, Nora, Lydia"
e2367,2011/07/05,in the morning,31,"Claire, Eva, Piper"
e2372,2011/07/06,in the early afternoon,16,"Claire, Avery, Lydia"
e2376,2011/07/08,in the morning,54,"Nevaeh, Rylee, Piper, Piper"
e2380,2011/07/09,in the early afternoon,7,"Rylee, Hazel"
e2388,2011/07/11,in the late afternoon,45,"Eva, Layla, Claire"
e2392,2011/07/12,in the morning,5,"Piper, Rylee, Piper"
e2399,2011/07/14,in the early afternoon,43,"Claire, Kinsley, Olivia"
e2400,2011/07/15,in the early afternoon,23,"Rylee, Hazel, Eva"
e2405,2011/07/16,in the morning,12,"Piper, Nora"
e2412,2011/07/18,in the late afternoon,18,"Kinsley, Nora, Eva, Layla"
e2416,2011/07/19,late in the evening,43,"Avery, Lydia, Rylee"
e2421,2011/07/20,during lunch hours,46,"Olivia, Avery"
e2425,2011/07/21,in the morning,22,"Rylee, Nevaeh, Piper"
e2430,2011/07/22,in the early afternoon,17,"Piper, Rylee, Nora, Eva"
e2440,2011/07/24,during lunch hours,51,"Lydia, Rylee"
e2441,2011/07/24,in the early evening,41,"Lydia, Nora"
e2448,2011/07/25,in the early afternoon,14,"Kinsley, Lydia, Claire"
e2453,2011/07/26,during lunch hours,14,Kinsley
e2459,2011/07/28,in the early evening,28,"Eva, Rylee, Nora"
e2468,2011/07/30,in the early evening,29,"Claire, Nevaeh, Lydia, Avery"
e2469,2011/07/30,in the morning,9,"Layla, Avery, Nevaeh"
e2473,2011/07/31,in the early evening,13,"Kinsley, Nevaeh, Claire"
e2484,2011/08/03,during lunch hours,43,Avery
e2491,2011/08/05,in the early evening,35,Avery
e2492,2011/08/05,in the early afternoon,6,"Piper, Nevaeh, Rylee"
e2496,2011/08/06,in the early evening,31,Nevaeh
e2500,2011/08/07,in the early afternoon,47,Kinsley
e2511,2011/08/10,in the early evening,42,"Eva, Lydia, Layla"
e2512,2011/08/10,late in the evening,49,"Hazel, Piper, Claire, Eva"
e2515,2011/08/11,in the morning,30,"Olivia, Avery"
e2516,2011/08/11,in the late afternoon,23,Eva
e2521,2011/08/12,in the morning,17,"Claire, Eva, Nevaeh, Piper"
e2527,2011/08/14,late in the evening,6,"Lydia, Kinsley"
e2531,2011/08/15,late in the evening,53,Piper
e2533,2011/08/16,in the early evening,32,Hazel
e2539,2011/08/18,in the early afternoon,20,"Nora, Eva, Olivia, Nevaeh"
e2540,2011/08/18,in the late afternoon,13,"Claire, Nora"
e2546,2011/08/20,in the early evening,11,Hazel
e2550,2011/08/21,in the morning,52,"Lydia, Rylee"
e2558,2011/08/23,in the late afternoon,28,"Claire, Nevaeh"
e2560,2011/08/24,late in the evening,45,"Layla, Piper, Nevaeh, Hazel"
e2568,2011/08/26,in the late afternoon,34,"Claire, Eva"
e2569,2011/08/26,late in the evening,50,Kinsley
e2584,2011/08/30,in the morning,32,"Piper, Nevaeh, Layla, Kinsley"
e2588,2011/08/31,in the early evening,8,"Kinsley, Rylee, Hazel"
e2589,2011/08/31,in the early evening,45,"Nora, Eva"
e2592,2011/09/01,late in the evening,10,"Lydia, Nevaeh"
e2600,2011/09/03,in the early evening,14,"Piper, Nevaeh, Rylee"
e2604,2011/09/04,in the early evening,46,"Lydia, Hazel, Piper, Avery"
e2608,2011/09/05,during lunch hours,25,"Olivia, Piper, Piper, Nevaeh"
e2622,2011/09/09,during lunch hours,6,"Nora, Nevaeh, Olivia, Hazel"
e2634,2011/09/11,in the early afternoon,44,"Nevaeh, Lydia, Nora, Claire"
e2635,2011/09/11,in the late afternoon,13,"Nora, Claire, Nevaeh"
e2638,2011/09/12,in the early afternoon,6,Eva
e2661,2011/09/18,during lunch hours,47,"Rylee, Layla"
e2666,2011/09/20,in the morning,26,"Eva, Nora, Piper"
e2673,2011/09/22,late in the evening,45,Rylee
e2677,2011/09/23,in the late afternoon,23,"Avery, Piper, Piper, Kinsley"
e2687,2011/09/25,during lunch hours,50,Piper
e2693,2011/09/26,in the morning,37,Eva
e2700,2011/09/28,in the late afternoon,46,"Lydia, Piper, Rylee"
e2707,2011/09/30,in the late afternoon,9,"Piper, Rylee, Lydia, Kinsley"
e2708,2011/10/01,in the early afternoon,36,"Layla, Olivia"
e2714,2011/10/02,in the early evening,53,Layla
e2717,2011/10/03,in the early evening,48,"Olivia, Piper, Piper"
e2718,2011/10/03,late in the evening,7,"Claire, Nora, Olivia, Piper"
e2722,2011/10/04,in the early afternoon,53,Claire
e2726,2011/10/05,in the morning,46,"Nora, Nevaeh, Eva, Kinsley"
e2735,2011/10/07,during lunch hours,54,"Layla, Kinsley, Eva"
e2739,2011/10/08,in the late afternoon,43,"Rylee, Eva, Hazel, Kinsley"
e2743,2011/10/09,in the early afternoon,9,"Layla, Piper, Hazel"
e2747,2011/10/10,late in the evening,18,"Eva, Olivia"
e2760,2011/10/14,late in the evening,20,"Eva, Layla, Lydia, Nevaeh"
e2763,2011/10/15,in the morning,39,"Olivia, Hazel, Avery"
e2767,2011/10/16,during lunch hours,22,"Piper, Layla, Olivia"
e2769,2011/10/17,in the early evening,14,"Lydia, Avery, Piper"
e2774,2011/10/18,in the early afternoon,36,"Nora, Claire, Layla"
e2779,2011/10/19,late in the evening,5,"Rylee, Kinsley"
e2783,2011/10/20,during lunch hours,51,Nora
e2801,2011/10/27,in the early afternoon,9,"Layla, Olivia, Rylee, Claire"
e2805,2011/10/28,in the early afternoon,52,Lydia
e2810,2011/10/29,in the morning,45,Kinsley
e2815,2011/10/30,late in the evening,48,"Piper, Kinsley"
e2818,2011/10/31,in the morning,8,"Nora, Nevaeh, Lydia"
e2819,2011/10/31,in the late afternoon,25,"Hazel, Avery"
e2832,2011/11/03,in the early evening,43,Rylee
e2833,2011/11/03,late in the evening,31,"Lydia, Avery, Piper"
e2838,2011/11/04,in the early afternoon,48,"Olivia, Lydia"
e2845,2011/11/06,in the early evening,55,"Piper, Rylee, Kinsley, Nevaeh"
e2847,2011/11/07,in the early afternoon,26,"Claire, Piper"
e2848,2011/11/07,late in the evening,14,"Claire, Piper, Lydia, Rylee"
e2851,2011/11/08,late in the evening,55,"Piper, Nora"
e2852,2011/11/08,in the early afternoon,12,"Nora, Nevaeh, Hazel"
e2857,2011/11/09,in the late afternoon,53,Lydia
e2861,2011/11/10,in the morning,7,"Kinsley, Claire, Nora, Olivia"
e2865,2011/11/11,in the morning,38,"Lydia, Layla, Piper, Olivia"
e2869,2011/11/12,in the early evening,33,"Hazel, Kinsley, Lydia, Layla"
e2878,2011/11/14,in the early afternoon,21,"Olivia, Piper"
e2882,2011/11/15,in the morning,29,"Piper, Rylee"
e2883,2011/11/15,in the morning,44,"Piper, Hazel"
e2885,2011/11/16,in the late afternoon,7,"Lydia, Olivia, Rylee, Kinsley"
e2886,2011/11/16,in the early afternoon,39,"Piper, Rylee"
e2887,2011/11/17,in the morning,7,"Piper, Eva, Nora, Rylee"
e2891,2011/11/18,in the early evening,43,"Hazel, Claire"
e2899,2011/11/21,in the late afternoon,36,Olivia
e2909,2011/11/25,in the late afternoon,39,"Nevaeh, Lydia"
e2913,2011/11/26,in the morning,9,Piper
e2915,2011/11/27,late in the evening,15,"Piper, Olivia"
e2916,2011/11/27,in the early afternoon,29,"Lydia, Piper, Layla, Rylee"
e2919,2011/11/28,in the late afternoon,38,"Eva, Nevaeh, Avery"
e2926,2011/11/30,late in the evening,26,"Hazel, Claire, Kinsley, Nevaeh"
e2930,2011/12/01,in the late afternoon,32,Nevaeh
e2935,2011/12/02,in the morning,41,Avery
e2940,2011/12/03,in the morning,13,"Layla, Eva"
e2948,2011/12/06,in the early evening,53,"Kinsley, Lydia"
e2951,2011/12/07,during lunch hours,34,"Olivia, Nevaeh"
e2954,2011/12/08,in the early evening,24,"Lydia, Hazel, Olivia, Layla"
e2958,2011/12/09,in the late afternoon,51,"Piper, Piper, Hazel"
e2959,2011/12/09,in the late afternoon,38,"Piper, Avery, Claire, Piper"
e2963,2011/12/10,in the early afternoon,31,Avery
e2970,2011/12/12,in the early evening,52,"Layla, Rylee, Hazel, Piper"
e2973,2011/12/13,in the early evening,48,"Eva, Avery, Claire"
e2976,2011/12/14,during lunch hours,31,Nora
e2977,2011/12/14,in the late afternoon,29,"Nora, Hazel"
e2980,2011/12/15,late in the evening,48,"Eva, Hazel, Claire, Piper"
e2985,2011/12/16,in the early evening,31,"Layla, Nevaeh"
e2991,2011/12/17,late in the evening,29,"Avery, Hazel, Layla"
e2996,2011/12/18,in the early evening,53,"Kinsley, Layla, Avery, Hazel"
e3001,2011/12/19,in the late afternoon,40,"Olivia, Piper, Nevaeh, Nora"
e3009,2011/12/21,in the early afternoon,37,Claire
e3013,2011/12/22,in the early afternoon,24,"Olivia, Piper, Claire"
e3019,2011/12/24,in the morning,18,"Nevaeh, Hazel, Kinsley"
e3025,2011/12/25,during lunch hours,26,"Avery, Layla, Eva"
e3026,2011/12/25,in the early afternoon,23,"Eva, Olivia"
e3029,2011/12/26,in the early afternoon,20,"Eva, Claire, Piper"
e3033,2011/12/28,late in the evening,48,Piper
e3044,2011/12/31,in the late afternoon,43,"Piper, Olivia"
e3178,2012/01/01,in the early evening,18,"Kinsley, Rylee, Claire, Piper"
e3193,2012/01/06,in the morning,14,"Nevaeh, Rylee, Layla"
e3194,2012/01/06,in the morning,49,"Nora, Layla, Avery, Claire"
e3211,2012/01/11,during lunch hours,28,"Eva, Olivia"
e3212,2012/01/11,late in the evening,36,"Eva, Rylee, Lydia, Claire"
e3220,2012/01/13,during lunch hours,41,"Claire, Nevaeh, Layla, Avery"
e3225,2012/01/14,late in the evening,53,"Piper, Olivia"
e3230,2012/01/16,in the early evening,43,"Piper, Nevaeh, Layla"
e3232,2012/01/17,in the morning,54,"Piper, Nevaeh, Claire, Nora"
e3237,2012/01/18,in the early afternoon,54,"Eva, Lydia, Hazel"
e3241,2012/01/20,in the late afternoon,15,Kinsley
e3245,2012/01/21,in the late afternoon,41,"Claire, Nora, Olivia"
e3246,2012/01/21,in the early afternoon,26,Nevaeh
e3250,2012/01/22,in the late afternoon,6,"Nora, Olivia, Kinsley, Piper"
e3252,2012/01/23,in the early evening,22,"Claire, Lydia"
e3257,2012/01/24,in the early afternoon,11,"Eva, Avery"
e3260,2012/01/25,in the late afternoon,20,"Claire, Olivia, Layla, Nora"
e3273,2012/01/29,late in the evening,51,"Layla, Piper, Kinsley"
e3283,2012/02/01,in the morning,27,"Piper, Piper"
e3284,2012/02/01,in the morning,7,"Olivia, Rylee, Nevaeh, Claire"
e3288,2012/02/02,in the early afternoon,44,"Kinsley, Nevaeh"
e3289,2012/02/02,in the morning,5,"Layla, Lydia, Eva, Avery"
e3294,2012/02/03,in the early evening,14,"Nevaeh, Eva"
e3295,2012/02/03,in the morning,13,"Layla, Claire, Nevaeh"
e3300,2012/02/04,in the late afternoon,45,"Piper, Nora, Lydia"
e3313,2012/02/07,during lunch hours,28,"Avery, Claire"
e3316,2012/02/08,in the late afternoon,43,"Kinsley, Hazel, Nora"
e3322,2012/02/09,late in the evening,40,"Avery, Layla, Claire, Nevaeh"
e3323,2012/02/09,in the early evening,28,"Lydia, Nevaeh"
e3325,2012/02/10,in the late afternoon,11,"Claire, Piper, Nevaeh"
e3326,2012/02/10,late in the evening,37,"Eva, Nevaeh, Lydia"
e3332,2012/02/12,in the early evening,12,"Eva, Kinsley, Layla, Piper"
e3335,2012/02/13,in the early evening,37,"Claire, Nevaeh, Piper, Hazel"
e3336,2012/02/13,in the morning,47,"Piper, Nevaeh, Avery, Lydia"
e3337,2012/02/14,in the late afternoon,30,"Kinsley, Nora, Lydia, Eva"
e3341,2012/02/15,late in the evening,18,"Rylee, Nora, Eva"
e3346,2012/02/16,in the late afternoon,16,Piper
e3349,2012/02/17,in the early afternoon,5,Piper
e3353,2012/02/18,in the late afternoon,33,"Hazel, Nora"
e3358,2012/02/19,in the early afternoon,27,"Layla, Claire, Piper, Eva"
e3363,2012/02/20,in the morning,43,"Claire, Piper"
e3368,2012/02/21,during lunch hours,25,"Layla, Piper"
e3372,2012/02/22,late in the evening,29,"Lydia, Piper, Nevaeh"
e3380,2012/02/24,late in the evening,43,Olivia
e3388,2012/02/26,late in the evening,21,Nevaeh
e3395,2012/02/28,in the early afternoon,29,"Lydia, Nevaeh, Avery"
e3400,2012/02/29,during lunch hours,34,"Olivia, Nora, Layla"
e3401,2012/02/29,late in the evening,53,"Claire, Nevaeh, Layla"
e3413,2012/03/03,in the early evening,12,"Claire, Kinsley"
e3418,2012/03/04,in the morning,25,"Lydia, Hazel, Nora, Kinsley"
e3424,2012/03/06,in the late afternoon,51,"Piper, Piper, Nora"
e3425,2012/03/06,in the early afternoon,27,"Kinsley, Piper, Nora"
e3432,2012/03/08,during lunch hours,51,"Eva, Nevaeh, Kinsley, Olivia"
e3433,2012/03/08,in the late afternoon,49,Piper
e3437,2012/03/09,in the early afternoon,51,"Hazel, Lydia"
e3444,2012/03/11,in the morning,33,"Piper, Nevaeh"
e3447,2012/03/12,in the morning,30,"Claire, Eva, Rylee, Piper"
e3448,2012/03/12,late in the evening,37,"Layla, Piper, Nevaeh"
e3458,2012/03/14,during lunch hours,53,Avery
e3475,2012/03/18,late in the evening,6,"Piper, Piper, Rylee"
e3481,2012/03/20,in the early afternoon,54,"Kinsley, Nora, Piper, Rylee"
e3488,2012/03/22,during lunch hours,31,"Eva, Layla, Piper"
e3491,2012/03/23,in the morning,39,"Olivia, Layla"
e3508,2012/03/28,in the early afternoon,41,"Eva, Nora, Hazel, Piper"
e3512,2012/03/29,in the morning,32,"Lydia, Olivia, Rylee"
e3513,2012/03/29,in the late afternoon,23,Nora
e3524,2012/04/02,in the early evening,43,"Nevaeh, Eva"
e3526,2012/04/03,in the early afternoon,47,"Eva, Avery"
e3534,2012/04/05,in the late afternoon,14,Avery
e3536,2012/04/06,in the morning,39,Olivia
e3544,2012/04/08,late in the evening,28,"Eva, Olivia, Nora, Hazel"
e3552,2012/04/10,in the early afternoon,41,Piper
e3560,2012/04/12,in the late afternoon,6,"Nora, Kinsley, Piper"
e3566,2012/04/13,during lunch hours,13,"Kinsley, Hazel, Nora"
e3570,2012/04/14,in the late afternoon,37,"Olivia, Hazel, Avery, Kinsley"
e3571,2012/04/14,in the late afternoon,28,"Avery, Olivia"
e3576,2012/04/16,in the morning,43,"Lydia, Piper"
e3580,2012/04/17,during lunch hours,39,"Lydia, Eva, Nora, Rylee"
e3581,2012/04/17,in the late afternoon,27,"Claire, Kinsley, Nora, Piper"
e3597,2012/04/21,in the early afternoon,39,"Claire, Nevaeh, Lydia"
e3601,2012/04/22,in the early evening,21,"Kinsley, Nevaeh, Piper"
e3615,2012/04/26,during lunch hours,23,"Piper, Eva"
e3622,2012/04/28,late in the evening,52,"Nevaeh, Rylee, Lydia, Kinsley"
e3623,2012/04/28,in the late afternoon,52,"Kinsley, Claire"
e3629,2012/04/30,in the late afternoon,19,"Olivia, Nora"
e3633,2012/05/01,in the early evening,7,"Piper, Piper, Lydia, Layla"
e3636,2012/05/02,in the early evening,13,"Hazel, Lydia"
e3639,2012/05/03,in the late afternoon,19,"Lydia, Nora, Piper, Nevaeh"
e3649,2012/05/06,in the early evening,49,"Lydia, Piper, Nevaeh"
e3650,2012/05/06,late in the evening,25,Hazel
e3653,2012/05/07,in the morning,28,"Eva, Lydia, Piper"
e3654,2012/05/07,late in the evening,13,Nora
e3660,2012/05/09,during lunch hours,39,"Rylee, Avery, Kinsley"
e3664,2012/05/10,late in the evening,5,"Olivia, Piper, Nevaeh"
e3666,2012/05/11,in the early evening,24,"Piper, Rylee"
e3671,2012/05/12,in the early afternoon,7,"Rylee, Nora"
e3675,2012/05/13,in the early afternoon,35,"Avery, Piper, Lydia"
e3676,2012/05/13,in the late afternoon,35,"Piper, Nora, Avery"
e3680,2012/05/14,in the early afternoon,18,"Layla, Olivia, Nora, Avery"
e3684,2012/05/15,in the morning,5,"Layla, Lydia, Rylee, Hazel"
e3687,2012/05/16,in the early afternoon,11,Lydia
e3690,2012/05/17,in the late afternoon,17,Nevaeh
e3691,2012/05/17,in the early afternoon,43,"Piper, Claire"
e3697,2012/05/19,in the early afternoon,44,Avery
e3706,2012/05/21,in the early afternoon,36,"Eva, Nora, Avery, Piper"
e3716,2012/05/23,during lunch hours,26,"Claire, Piper, Rylee, Olivia"
e3717,2012/05/23,in the early evening,19,"Olivia, Avery, Piper, Layla"
e3721,2012/05/24,in the early evening,17,"Eva, Nora, Hazel, Claire"
e3724,2012/05/25,during lunch hours,42,Lydia
e3725,2012/05/25,in the early evening,52,"Claire, Rylee, Hazel"
e3735,2012/05/28,late in the evening,45,"Kinsley, Eva, Piper"
e3736,2012/05/28,in the late afternoon,40,"Nora, Claire, Nevaeh, Eva"
e3738,2012/05/29,in the morning,21,"Avery, Claire, Piper"
e3743,2012/05/30,in the early evening,29,"Layla, Nevaeh, Kinsley"
e3748,2012/05/31,in the late afternoon,21,Avery
e3753,2012/06/01,in the late afternoon,10,"Lydia, Kinsley, Olivia, Layla"
e3754,2012/06/01,in the morning,23,Nora
e3765,2012/06/04,in the early evening,18,Layla
e3766,2012/06/04,late in the evening,27,"Layla, Lydia, Kinsley, Olivia"
e3775,2012/06/08,during lunch hours,18,"Piper, Eva, Claire, Piper"
e3776,2012/06/08,during lunch hours,26,"Nevaeh, Piper"
e3779,2012/06/09,in the early afternoon,8,"Avery, Piper"
e3788,2012/06/11,in the early afternoon,45,"Nora, Olivia, Kinsley, Avery"
e3793,2012/06/13,in the late afternoon,39,"Eva, Claire, Piper"
e3796,2012/06/14,in the early evening,33,"Layla, Eva"
e3798,2012/06/15,during lunch hours,17,Claire
e3799,2012/06/15,late in the evening,32,"Layla, Nevaeh, Piper, Claire"
e3803,2012/06/17,in the morning,35,Nora
e3812,2012/06/20,in the early evening,54,"Lydia, Hazel"
e3822,2012/06/23,late in the evening,51,"Claire, Nora, Piper"
e3827,2012/06/24,during lunch hours,55,Olivia
e3833,2012/06/25,in the early afternoon,10,"Piper, Rylee, Piper"
e3848,2012/06/28,in the late afternoon,28,Olivia
e3853,2012/06/29,in the early afternoon,32,"Lydia, Rylee"
e3859,2012/07/01,late in the evening,25,"Layla, Claire, Nora"
e3866,2012/07/02,in the early afternoon,22,"Lydia, Claire, Eva"
e3871,2012/07/03,in the morning,43,Kinsley
e3879,2012/07/05,late in the evening,17,"Lydia, Piper"
e3886,2012/07/07,in the morning,41,"Eva, Nora, Lydia"
e3896,2012/07/10,in the morning,42,Nevaeh
e3915,2012/07/14,in the early afternoon,31,"Kinsley, Piper, Piper, Nora"
e3917,2012/07/15,in the early afternoon,35,"Olivia, Layla"
e3918,2012/07/15,in the early afternoon,26,"Piper, Avery, Rylee"
e3923,2012/07/16,late in the evening,42,"Rylee, Piper, Claire"
e3927,2012/07/17,in the early afternoon,17,"Lydia, Layla"
e3931,2012/07/18,during lunch hours,12,Rylee
e3935,2012/07/19,in the early afternoon,37,"Nevaeh, Nora, Piper"
e3936,2012/07/19,in the morning,46,"Hazel, Nevaeh, Lydia, Avery"
e3940,2012/07/20,in the late afternoon,23,"Hazel, Piper"
e3944,2012/07/21,in the early afternoon,51,Piper
e3949,2012/07/22,late in the evening,30,"Eva, Hazel"
e3950,2012/07/22,late in the evening,36,"Kinsley, Piper, Nevaeh, Piper"
e3955,2012/07/23,in the early afternoon,35,Olivia
e3958,2012/07/25,in the morning,30,Olivia
e3963,2012/07/27,late in the evening,31,"Layla, Hazel, Lydia"
